Divorce_date;DOB_partner_man;Age_partner_man;Monthly_income_partner_man_peso;DOB_partner_woman;Age_partner_woman;Monthly_income_partner_woman_peso;Date_of_marriage;Marriage_duration;Season;Zodiac_man;Zodiac_woman;Level_of_education_partner_woman;Level_of_education_partner_man;Employment_status_partner_woman;Employment_status_partner_man;Age_Gap;Year_divorce;Month_divorce;Compatibility_rate
03/11/2008;16/11/2072;35;6000.0;12/04/1976;32;6000.0;18/08/1995;12;Autumn;Scorpio;Aries;COLLEGE          ;COLLEGE          ;EMPLOYED  ;EMPLOYED  ;3;2008;11;0.5
04/09/2008;03/11/1980;27;8000.0;15/04/1973;35;6000.0;13/10/2006;1;Summer;Scorpio;Aries;COLLEGE          ;HIGH SCHOOL      ;EMPLOYED  ;EMPLOYED  ;8;2008;9;0.5
08/12/2011;17/11/2065;46;5000.0;30/03/2055;56;3000.0;15/12/2000;11;Autumn;Scorpio;Aries;ELEMENTARY SCHOOL;ELEMENTARY SCHOOL;UNEMPLOYED;EMPLOYED  ;10;2011;12;0.5
09/05/2014;15/11/1979;34;3200.0;06/04/1976;38;3200.0;11/02/2008;4;Spring;Scorpio;Aries;ELEMENTARY SCHOOL;MIDDLE SCHOOL    ;EMPLOYED  ;EMPLOYED  ;4;2014;5;0.5
10/07/2013;19/11/2065;47;12000.0;21/03/2069;44;6000.0;21/12/1990;22;Summer;Scorpio;Aries;COLLEGE          ;COLLEGE          ;EMPLOYED  ;EMPLOYED  ;3;2013;7;0.5
11/12/2007;17/11/1976;31;1500.0;04/04/1979;28;1500.0;02/05/2000;2;Autumn;Scorpio;Aries;ELEMENTARY SCHOOL;ELEMENTARY SCHOOL;EMPLOYED  ;EMPLOYED  ;3;2007;12;0.5
12/05/2008;28/10/2051;56;10000.0;30/03/2060;48;9000.0;14/08/1981;27;Spring;Scorpio;Aries;HIGH SCHOOL      ;COLLEGE          ;EMPLOYED  ;EMPLOYED  ;8;2008;5;0.5
13/02/2004;23/10/2057;46;2800.0;18/04/2059;44;1800.0;15/08/1990;13;Winter;Scorpio;Aries;ELEMENTARY SCHOOL;ELEMENTARY SCHOOL;EMPLOYED  ;EMPLOYED  ;2;2004;2;0.5
18/10/2000;29/10/2065;34;13600.0;27/03/2067;33;5000.0;20/04/1990;10;Autumn;Scorpio;Aries;COLLEGE          ;COLLEGE          ;EMPLOYED  ;EMPLOYED  ;1;2000;10;0.5
20/05/2011;29/10/2062;48;10000.0;14/04/2065;46;8000.0;27/12/1986;25;Spring;Scorpio;Aries;COLLEGE          ;COLLEGE          ;EMPLOYED  ;EMPLOYED  ;2;2011;5;0.5
20/09/2002;09/11/2061;40;5000.0;26/03/2061;41;4200.0;19/12/1986;15;Summer;Scorpio;Aries;COLLEGE          ;COLLEGE          ;EMPLOYED  ;EMPLOYED  ;1;2002;9;0.5
22/01/2010;09/11/2069;40;5000.0;06/04/1985;24;2500.0;06/06/2007;3;Winter;Scorpio;Aries;HIGH SCHOOL      ;ELEMENTARY SCHOOL;EMPLOYED  ;EMPLOYED  ;16;2010;1;0.5
23/06/2005;28/10/2065;39;11000.0;22/03/2066;39;10000.0;11/12/1993;11;Summer;Scorpio;Aries;COLLEGE          ;HIGH SCHOOL      ;EMPLOYED  ;EMPLOYED  ;0;2005;6;0.5
26/03/2014;24/10/1975;38;5000.0;04/04/1978;35;4000.0;06/11/1993;5;Spring;Scorpio;Aries;COLLEGE          ;MIDDLE SCHOOL    ;EMPLOYED  ;EMPLOYED  ;3;2014;3;0.5
28/06/2001;18/11/1977;23;4000.0;26/03/2071;30;2500.0;10/02/1997;4;Summer;Scorpio;Aries;HIGH SCHOOL      ;HIGH SCHOOL      ;EMPLOYED  ;EMPLOYED  ;7;2001;6;0.5
28/09/2001;12/11/2056;44;2500.0;29/03/2063;38;7000.0;04/05/1982;19;Autumn;Scorpio;Aries;HIGH SCHOOL      ;MIDDLE SCHOOL    ;EMPLOYED  ;EMPLOYED  ;6;2001;9;0.5
29/10/2013;20/11/2070;42;15000.0;18/04/2072;41;9000.0;20/01/1995;18;Autumn;Scorpio;Aries;COLLEGE          ;HIGH SCHOOL      ;EMPLOYED  ;EMPLOYED  ;1;2013;10;0.5
01/03/2006;03/04/2064;41;12000.0;20/08/1976;29;7000.0;12/11/1998;7;Winter;Aries;Leo;COLLEGE          ;COLLEGE          ;EMPLOYED  ;EMPLOYED  ;12;2006;3;0.97
01/08/2001;02/04/2066;35;5000.0;19/08/2065;35;3000.0;23/07/1988;13;Summer;Aries;Leo;MIDDLE SCHOOL    ;OTHER            ;EMPLOYED  ;EMPLOYED  ;0;2001;8;0.97
03/04/2002;26/03/2070;32;5000.0;30/07/2070;31;5000.0;20/04/1996;5;Spring;Aries;Leo;COLLEGE          ;MIDDLE SCHOOL    ;EMPLOYED  ;EMPLOYED  ;1;2002;4;0.97
03/04/2003;29/03/2065;38;4800.0;22/08/2069;33;5000.0;25/06/1994;8;Spring;Aries;Leo;HIGH SCHOOL      ;HIGH SCHOOL      ;EMPLOYED  ;EMPLOYED  ;5;2003;4;0.97
05/04/2002;16/04/2057;44;8000.0;30/07/2057;44;3000.0;18/03/1974;27;Spring;Aries;Leo;MIDDLE SCHOOL    ;MIDDLE SCHOOL    ;EMPLOYED  ;EMPLOYED  ;0;2002;4;0.97
07/02/2008;22/03/1974;33;7000.0;17/08/2072;35;8000.0;30/05/2002;5;Winter;Aries;Leo;COLLEGE          ;COLLEGE          ;EMPLOYED  ;EMPLOYED  ;2;2008;2;0.97
09/05/2006;07/04/2066;40;6000.0;16/08/1975;30;5000.0;17/02/1995;11;Spring;Aries;Leo;COLLEGE          ;COLLEGE          ;EMPLOYED  ;EMPLOYED  ;10;2006;5;0.97
09/10/2009;27/03/2065;44;9000.0;04/08/2069;40;9000.0;07/11/1987;14;Autumn;Aries;Leo;MIDDLE SCHOOL    ;MIDDLE SCHOOL    ;EMPLOYED  ;EMPLOYED  ;4;2009;10;0.97
09/12/2014;14/04/1988;26;8000.0;19/08/1988;26;8000.0;25/05/2013;1;Autumn;Aries;Leo;COLLEGE          ;COLLEGE          ;EMPLOYED  ;EMPLOYED  ;0;2014;12;0.97
11/12/2009;18/04/2070;39;8000.0;08/08/2059;50;5000.0;25/03/1993;16;Autumn;Aries;Leo;MIDDLE SCHOOL    ;MIDDLE SCHOOL    ;EMPLOYED  ;EMPLOYED  ;11;2009;12;0.97
12/06/2012;21/03/2065;47;12000.0;28/07/2065;46;12000.0;17/12/1984;27;Spring;Aries;Leo;COLLEGE          ;COLLEGE          ;EMPLOYED  ;EMPLOYED  ;1;2012;6;0.97
12/06/2012;06/04/1974;38;6000.0;05/08/1981;30;5000.0;28/07/1999;11;Spring;Aries;Leo;COLLEGE          ;COLLEGE          ;EMPLOYED  ;EMPLOYED  ;8;2012;6;0.97
15/03/2001;30/03/2063;37;2000.0;13/08/2068;32;900.0;09/05/1991;9;Winter;Aries;Leo;ELEMENTARY SCHOOL;HIGH SCHOOL      ;EMPLOYED  ;EMPLOYED  ;5;2001;3;0.97
17/07/2006;25/03/2063;43;10000.0;12/08/2070;35;2000.0;12/11/1988;16;Summer;Aries;Leo;MIDDLE SCHOOL    ;COLLEGE          ;EMPLOYED  ;EMPLOYED  ;8;2006;7;0.97
17/09/2009;15/04/1974;35;3000.0;18/08/2071;38;3500.0;19/12/2005;3;Summer;Aries;Leo;COLLEGE          ;COLLEGE          ;EMPLOYED  ;EMPLOYED  ;3;2009;9;0.97
18/07/2008;27/03/2069;39;10000.0;15/08/2069;38;8000.0;30/03/1990;16;Summer;Aries;Leo;HIGH SCHOOL      ;COLLEGE          ;EMPLOYED  ;EMPLOYED  ;1;2008;7;0.97
19/02/2004;14/04/2069;34;5000.0;06/08/2065;38;3000.0;23/06/2000;3;Winter;Aries;Leo;COLLEGE          ;COLLEGE          ;EMPLOYED  ;EMPLOYED  ;4;2004;2;0.97
20/02/2015;01/04/1985;29;3000.0;12/08/1983;31;3000.0;27/01/2011;4;Winter;Aries;Leo;HIGH SCHOOL      ;MIDDLE SCHOOL    ;EMPLOYED  ;EMPLOYED  ;2;2015;2;0.97
21/03/2013;10/04/2067;45;6000.0;05/08/2072;40;1000.0;21/09/1995;17;Spring;Aries;Leo;HIGH SCHOOL      ;MIDDLE SCHOOL    ;EMPLOYED  ;EMPLOYED  ;5;2013;3;0.97
26/09/2011;15/04/2062;49;7000.0;09/08/2061;50;6000.0;28/08/1981;30;Autumn;Aries;Leo;ELEMENTARY SCHOOL;ELEMENTARY SCHOOL;EMPLOYED  ;EMPLOYED  ;1;2011;9;0.97
27/07/2001;22/03/2065;36;2600.0;28/07/2064;36;3000.0;19/07/1986;14;Summer;Aries;Leo;MIDDLE SCHOOL    ;MIDDLE SCHOOL    ;EMPLOYED  ;EMPLOYED  ;0;2001;7;0.97
28/01/2002;19/04/2055;46;3200.0;20/08/2060;41;800.0;02/08/1986;15;Winter;Aries;Leo;ELEMENTARY SCHOOL;MIDDLE SCHOOL    ;EMPLOYED  ;EMPLOYED  ;5;2002;1;0.97
29/01/2007;22/03/2068;38;5000.0;27/07/1973;33;5000.0;01/02/2002;4;Winter;Aries;Leo;COLLEGE          ;COLLEGE          ;EMPLOYED  ;EMPLOYED  ;5;2007;1;0.97
01/07/2003;24/06/2070;33;5000.0;12/07/2071;31;2000.0;12/04/1991;12;Summer;Cancer;Cancer;HIGH SCHOOL      ;HIGH SCHOOL      ;EMPLOYED  ;EMPLOYED  ;2;2003;7;0.75
01/10/2009;21/06/2066;43;2200.0;23/06/1975;34;2200.0;11/06/1996;13;Autumn;Cancer;Cancer;HIGH SCHOOL      ;ELEMENTARY SCHOOL;EMPLOYED  ;EMPLOYED  ;9;2009;10;0.75
02/12/2009;30/06/1973;36;4000.0;19/07/2068;41;6000.0;08/07/2003;6;Autumn;Cancer;Cancer;COLLEGE          ;HIGH SCHOOL      ;EMPLOYED  ;EMPLOYED  ;5;2009;12;0.75
03/11/2009;24/06/2062;47;8000.0;22/06/2061;48;12000.0;22/12/2007;1;Autumn;Cancer;Cancer;COLLEGE          ;COLLEGE          ;EMPLOYED  ;EMPLOYED  ;1;2009;11;0.75
04/12/2003;30/06/2067;36;5000.0;06/07/2069;34;5000.0;15/12/1987;15;Autumn;Cancer;Cancer;COLLEGE          ;COLLEGE          ;EMPLOYED  ;EMPLOYED  ;2;2003;12;0.75
10/09/2007;25/06/2064;43;3000.0;29/06/2069;38;3000.0;09/02/1985;12;Summer;Cancer;Cancer;COLLEGE          ;COLLEGE          ;EMPLOYED  ;EMPLOYED  ;5;2007;9;0.75
13/12/2010;15/07/1975;35;14000.0;15/07/1974;36;8000.0;05/10/2007;3;Autumn;Cancer;Cancer;COLLEGE          ;COLLEGE          ;EMPLOYED  ;EMPLOYED  ;1;2010;12;0.75
14/06/2011;27/06/1975;35;13000.0;14/07/1977;33;10000.0;31/05/2003;8;Spring;Cancer;Cancer;COLLEGE          ;COLLEGE          ;EMPLOYED  ;EMPLOYED  ;2;2011;6;0.75
15/04/2013;22/06/1984;28;11000.0;22/07/1982;30;8000.0;30/09/2010;2;Spring;Cancer;Cancer;HIGH SCHOOL      ;HIGH SCHOOL      ;EMPLOYED  ;EMPLOYED  ;2;2013;4;0.75
16/04/2014;11/07/1978;35;6000.0;12/07/1975;38;14000.0;15/07/2006;7;Spring;Cancer;Cancer;COLLEGE          ;HIGH SCHOOL      ;EMPLOYED  ;EMPLOYED  ;3;2014;4;0.75
18/05/2009;10/07/1978;30;3800.0;15/07/1977;31;4000.0;17/11/1993;15;Spring;Cancer;Cancer;MIDDLE SCHOOL    ;MIDDLE SCHOOL    ;EMPLOYED  ;EMPLOYED  ;1;2009;5;0.75
23/07/2013;30/06/1988;25;3700.0;25/06/1988;25;3500.0;26/07/2006;6;Summer;Cancer;Cancer;COLLEGE          ;HIGH SCHOOL      ;EMPLOYED  ;EMPLOYED  ;0;2013;7;0.75
23/12/2003;22/06/2052;51;1000.0;01/07/2053;50;2000.0;16/03/1971;32;Winter;Cancer;Cancer;MIDDLE SCHOOL    ;MIDDLE SCHOOL    ;EMPLOYED  ;EMPLOYED  ;1;2003;12;0.75
24/03/2014;14/07/1973;40;10000.0;25/06/1978;35;15000.0;26/08/1997;15;Spring;Cancer;Cancer;COLLEGE          ;COLLEGE          ;EMPLOYED  ;EMPLOYED  ;5;2014;3;0.75
26/02/2009;02/07/2065;43;3000.0;17/07/2065;43;3000.0;02/07/1981;2;Winter;Cancer;Cancer;MIDDLE SCHOOL    ;ELEMENTARY SCHOOL;EMPLOYED  ;EMPLOYED  ;0;2009;2;0.75
27/05/2014;27/06/1986;27;3500.0;27/06/1976;37;700.0;24/06/2005;9;Spring;Cancer;Cancer;MIDDLE SCHOOL    ;ELEMENTARY SCHOOL;EMPLOYED  ;EMPLOYED  ;10;2014;5;0.75
27/09/2007;02/07/2070;37;7000.0;21/06/2070;37;7000.0;10/06/1989;18;Autumn;Cancer;Cancer;COLLEGE          ;HIGH SCHOOL      ;EMPLOYED  ;EMPLOYED  ;0;2007;9;0.75
27/09/2011;02/07/1973;38;4000.0;23/06/2068;43;4000.0;25/06/2001;9;Autumn;Cancer;Cancer;MIDDLE SCHOOL    ;ELEMENTARY SCHOOL;EMPLOYED  ;EMPLOYED  ;5;2011;9;0.75
28/09/2011;01/07/1978;33;9000.0;16/07/1979;32;4500.0;30/06/2000;11;Autumn;Cancer;Cancer;COLLEGE          ;COLLEGE          ;EMPLOYED  ;EMPLOYED  ;1;2011;9;0.75
29/06/2004;23/06/2067;37;3500.0;21/07/1974;29;2000.0;25/01/1999;5;Summer;Cancer;Cancer;MIDDLE SCHOOL    ;HIGH SCHOOL      ;EMPLOYED  ;EMPLOYED  ;8;2004;6;0.75
29/12/2000;09/07/2054;46;4500.0;22/06/2054;46;8000.0;27/09/1977;23;Winter;Cancer;Cancer;COLLEGE          ;COLLEGE          ;EMPLOYED  ;EMPLOYED  ;0;2000;12;0.75
05/09/2000;25/04/2054;46;12000.0;20/12/2058;41;4500.0;26/10/1979;20;Summer;Taurus;Sagittarius;COLLEGE          ;COLLEGE          ;EMPLOYED  ;EMPLOYED  ;5;2000;9;0.3
08/01/2014;11/05/1982;31;2000.0;12/12/1988;25;2000.0;14/12/2012;1;Winter;Taurus;Sagittarius;COLLEGE          ;COLLEGE          ;EMPLOYED  ;EMPLOYED  ;6;2014;1;0.3
08/03/2012;03/05/1982;29;10000.0;24/11/1979;32;10200.0;14/09/2006;5;Winter;Taurus;Sagittarius;COLLEGE          ;HIGH SCHOOL      ;EMPLOYED  ;EMPLOYED  ;3;2012;3;0.3
08/12/2008;03/05/2065;43;4000.0;06/12/2061;47;4000.0;15/11/1994;11;Autumn;Taurus;Sagittarius;COLLEGE          ;COLLEGE          ;EMPLOYED  ;EMPLOYED  ;4;2008;12;0.3
10/06/2009;25/04/2070;39;4500.0;12/12/2070;38;7000.0;20/12/1996;9;Spring;Taurus;Sagittarius;COLLEGE          ;COLLEGE          ;EMPLOYED  ;EMPLOYED  ;1;2009;6;0.3
11/08/2009;04/05/1975;34;10000.0;10/12/1980;28;6000.0;19/03/2005;4;Summer;Taurus;Sagittarius;COLLEGE          ;COLLEGE          ;EMPLOYED  ;EMPLOYED  ;6;2009;8;0.3
11/10/2013;23/04/1974;39;6000.0;02/12/1974;38;12000.0;23/07/2010;3;Autumn;Taurus;Sagittarius;COLLEGE          ;MIDDLE SCHOOL    ;EMPLOYED  ;EMPLOYED  ;1;2013;10;0.3
12/05/2009;12/05/2052;56;7000.0;14/12/2045;63;14000.0;03/07/1974;35;Spring;Taurus;Sagittarius;COLLEGE          ;COLLEGE          ;EMPLOYED  ;EMPLOYED  ;7;2009;5;0.3
13/01/2012;01/05/1978;33;13000.0;24/11/1983;28;7000.0;21/12/2006;5;Winter;Taurus;Sagittarius;HIGH SCHOOL      ;COLLEGE          ;EMPLOYED  ;EMPLOYED  ;5;2012;1;0.3
13/05/2003;15/05/2058;44;2000.0;05/12/2057;45;3000.0;16/01/1982;21;Spring;Taurus;Sagittarius;HIGH SCHOOL      ;ELEMENTARY SCHOOL;EMPLOYED  ;EMPLOYED  ;1;2003;5;0.3
13/05/2013;05/05/1983;30;4800.0;29/11/1977;35;10000.0;07/05/2007;4;Spring;Taurus;Sagittarius;COLLEGE          ;COLLEGE          ;EMPLOYED  ;EMPLOYED  ;5;2013;5;0.3
17/09/2010;18/05/1984;26;3200.0;22/11/1986;23;1500.0;16/04/2008;2;Summer;Taurus;Sagittarius;COLLEGE          ;COLLEGE          ;EMPLOYED  ;EMPLOYED  ;3;2010;9;0.3
19/03/2004;24/04/2059;44;5000.0;17/12/2064;39;5200.0;12/03/1993;11;Winter;Taurus;Sagittarius;HIGH SCHOOL      ;COLLEGE          ;EMPLOYED  ;EMPLOYED  ;5;2004;3;0.3
19/12/2005;01/05/1976;29;5490.0;18/12/1977;27;9500.0;15/07/2000;5;Autumn;Taurus;Sagittarius;COLLEGE          ;COLLEGE          ;EMPLOYED  ;EMPLOYED  ;2;2005;12;0.3
21/11/2008;20/05/2062;46;3545.0;01/12/2055;52;4826.0;20/05/1986;22;Autumn;Taurus;Sagittarius;COLLEGE          ;MIDDLE SCHOOL    ;EMPLOYED  ;EMPLOYED  ;6;2008;11;0.3
23/06/2006;04/05/1976;30;4000.0;18/12/1973;32;6000.0;17/11/2001;3;Summer;Taurus;Sagittarius;COLLEGE          ;COLLEGE          ;EMPLOYED  ;EMPLOYED  ;2;2006;6;0.3
03/06/2014;11/02/1985;29;4000.0;29/01/1989;25;8000.0;27/05/2011;2;Spring;Aquarius;Aquarius;HIGH SCHOOL      ;MIDDLE SCHOOL    ;EMPLOYED  ;EMPLOYED  ;4;2014;6;0.45
09/02/2011;01/02/1980;31;9000.0;09/02/1978;33;7000.0;22/04/2006;4;Winter;Aquarius;Aquarius;COLLEGE          ;COLLEGE          ;EMPLOYED  ;EMPLOYED  ;2;2011;2;0.45
12/12/2012;04/02/2066;46;4000.0;05/02/2066;46;6000.0;08/03/2010;2;Autumn;Aquarius;Aquarius;MIDDLE SCHOOL    ;MIDDLE SCHOOL    ;EMPLOYED  ;EMPLOYED  ;0;2012;12;0.45
15/06/2011;30/01/1977;34;5500.0;26/01/1976;35;3000.0;24/05/1996;10;Spring;Aquarius;Aquarius;HIGH SCHOOL      ;HIGH SCHOOL      ;EMPLOYED  ;EMPLOYED  ;1;2011;6;0.45
19/04/2002;03/02/2070;32;6000.0;07/02/2069;33;3900.0;26/05/1998;3;Spring;Aquarius;Aquarius;COLLEGE          ;COLLEGE          ;EMPLOYED  ;EMPLOYED  ;1;2002;4;0.45
23/05/2007;08/02/2061;46;8000.0;10/02/2064;43;8000.0;12/05/1986;19;Spring;Aquarius;Aquarius;MIDDLE SCHOOL    ;HIGH SCHOOL      ;EMPLOYED  ;EMPLOYED  ;3;2007;5;0.45
24/06/2009;20/01/1975;34;2500.0;20/01/1975;34;1500.0;09/03/2007;2;Summer;Aquarius;Aquarius;MIDDLE SCHOOL    ;MIDDLE SCHOOL    ;EMPLOYED  ;EMPLOYED  ;0;2009;6;0.45
25/10/2001;10/02/2057;44;3500.0;23/01/2057;44;3000.0;26/11/1975;25;Autumn;Aquarius;Aquarius;ELEMENTARY SCHOOL;;EMPLOYED  ;EMPLOYED  ;0;2001;10;0.45
26/04/2002;17/02/2065;37;6000.0;16/02/2066;36;7000.0;22/07/1994;7;Spring;Aquarius;Aquarius;COLLEGE          ;COLLEGE          ;EMPLOYED  ;EMPLOYED  ;1;2002;4;0.45
28/04/2008;24/01/2065;43;4000.0;29/01/2064;44;1600.0;24/02/1993;6;Spring;Aquarius;Aquarius;ELEMENTARY SCHOOL;ELEMENTARY SCHOOL;EMPLOYED  ;EMPLOYED  ;1;2008;4;0.45
02/10/2009;17/08/2071;38;10000.0;13/06/1973;36;10000.0;13/07/2002;5;Autumn;Leo;Gemini;COLLEGE          ;COLLEGE          ;EMPLOYED  ;EMPLOYED  ;2;2009;10;0.88
03/04/2008;19/08/2069;38;10856.0;02/06/2068;39;11174.0;17/12/1994;14;Spring;Leo;Gemini;COLLEGE          ;COLLEGE          ;EMPLOYED  ;EMPLOYED  ;1;2008;4;0.88
04/07/2007;18/08/1976;30;15000.0;20/06/1974;33;7000.0;27/04/2004;3;Summer;Leo;Gemini;MIDDLE SCHOOL    ;COLLEGE          ;EMPLOYED  ;EMPLOYED  ;3;2007;7;0.88
07/02/2013;09/08/1976;41;6000.0;29/05/1974;38;10000.0;05/01/1993;20;Winter;Leo;Gemini;COLLEGE          ;HIGH SCHOOL      ;EMPLOYED  ;EMPLOYED  ;3;2013;2;0.88
08/04/2011;23/07/2072;38;4000.0;05/06/2066;44;4000.0;15/12/1998;12;Spring;Leo;Gemini;MIDDLE SCHOOL    ;COLLEGE          ;EMPLOYED  ;EMPLOYED  ;6;2011;4;0.88
16/07/2001;27/07/2071;29;5000.0;27/05/2065;36;4000.0;28/06/1999;2;Summer;Leo;Gemini;HIGH SCHOOL      ;COLLEGE          ;EMPLOYED  ;EMPLOYED  ;7;2001;7;0.88
18/09/2008;16/08/2057;51;2200.0;22/05/2055;53;4000.0;04/05/1978;30;Summer;Leo;Gemini;COLLEGE          ;MIDDLE SCHOOL    ;EMPLOYED  ;EMPLOYED  ;2;2008;9;0.88
20/05/2011;08/08/1973;37;5000.0;10/06/1975;35;5000.0;15/10/1994;18;Spring;Leo;Gemini;COLLEGE          ;COLLEGE          ;EMPLOYED  ;EMPLOYED  ;2;2011;5;0.88
20/06/2011;06/08/1983;27;5000.0;18/06/1988;22;6000.0;12/09/2008;2;Spring;Leo;Gemini;COLLEGE          ;COLLEGE          ;UNEMPLOYED;EMPLOYED  ;5;2011;6;0.88
20/09/2000;29/07/2042;58;15000.0;24/05/2044;56;5000.0;23/12/1967;32;Summer;Leo;Gemini;COLLEGE          ;COLLEGE          ;EMPLOYED  ;EMPLOYED  ;2;2000;9;0.88
20/11/2007;15/08/1981;26;2000.0;19/06/1981;26;2000.0;13/04/1998;9;Autumn;Leo;Gemini;MIDDLE SCHOOL    ;MIDDLE SCHOOL    ;EMPLOYED  ;EMPLOYED  ;0;2007;11;0.88
23/05/2007;09/08/2071;35;5000.0;07/06/1973;33;8000.0;29/01/1993;13;Spring;Leo;Gemini;COLLEGE          ;HIGH SCHOOL      ;EMPLOYED  ;EMPLOYED  ;2;2007;5;0.88
30/10/2001;02/08/1979;22;4000.0;10/06/2065;36;4000.0;18/03/1998;3;Autumn;Leo;Gemini;COLLEGE          ;HIGH SCHOOL      ;EMPLOYED  ;EMPLOYED  ;14;2001;10;0.88
31/10/2002;18/08/2051;51;4000.0;01/06/2066;36;12000.0;26/07/1996;6;Autumn;Leo;Gemini;HIGH SCHOOL      ;ELEMENTARY SCHOOL;EMPLOYED  ;EMPLOYED  ;15;2002;10;0.88
03/02/2006;19/07/2058;47;9000.0;23/10/2059;46;4800.0;18/12/1993;12;Winter;Cancer;Scorpio;COLLEGE          ;COLLEGE          ;EMPLOYED  ;EMPLOYED  ;1;2006;2;0.94
04/12/2006;04/07/1979;27;6000.0;17/11/1978;28;6000.0;19/12/2002;3;Autumn;Cancer;Scorpio;COLLEGE          ;COLLEGE          ;EMPLOYED  ;EMPLOYED  ;1;2006;12;0.94
10/07/2000;13/07/2070;29;3000.0;19/11/2070;29;2400.0;07/05/1990;2;Summer;Cancer;Scorpio;HIGH SCHOOL      ;MIDDLE SCHOOL    ;EMPLOYED  ;EMPLOYED  ;0;2000;7;0.94
12/04/2012;01/07/1984;27;4500.0;12/11/1985;26;4500.0;16/01/2004;8;Spring;Cancer;Scorpio;COLLEGE          ;COLLEGE          ;EMPLOYED  ;EMPLOYED  ;1;2012;4;0.94
13/07/2000;01/07/2052;48;10000.0;24/10/2061;38;5000.0;30/04/1999;1;Summer;Cancer;Scorpio;HIGH SCHOOL      ;COLLEGE          ;EMPLOYED  ;EMPLOYED  ;10;2000;7;0.94
14/11/2012;13/07/1982;30;4000.0;03/11/1986;26;4800.0;30/08/2010;2;Autumn;Cancer;Scorpio;COLLEGE          ;HIGH SCHOOL      ;EMPLOYED  ;EMPLOYED  ;4;2012;11;0.94
18/08/2011;06/07/2069;42;4200.0;23/10/2067;43;3000.0;06/06/1994;17;Summer;Cancer;Scorpio;MIDDLE SCHOOL    ;MIDDLE SCHOOL    ;EMPLOYED  ;EMPLOYED  ;1;2011;8;0.94
22/10/2014;19/07/1977;37;5800.0;05/11/1979;34;5000.0;19/08/2005;9;Autumn;Cancer;Scorpio;HIGH SCHOOL      ;HIGH SCHOOL      ;EMPLOYED  ;EMPLOYED  ;3;2014;10;0.94
25/08/2014;20/07/2055;59;2000.0;15/11/2059;54;6800.0;21/05/1979;35;Summer;Cancer;Scorpio;HIGH SCHOOL      ;ELEMENTARY SCHOOL;EMPLOYED  ;EMPLOYED  ;5;2014;8;0.94
28/10/2004;27/06/2066;38;2500.0;10/11/2064;39;2000.0;24/03/2000;4;Autumn;Cancer;Scorpio;COLLEGE          ;COLLEGE          ;EMPLOYED  ;EMPLOYED  ;1;2004;10;0.94
28/11/2003;05/07/2042;61;3000.0;24/10/2047;56;2400.0;02/04/1988;15;Autumn;Cancer;Scorpio;MIDDLE SCHOOL    ;HIGH SCHOOL      ;EMPLOYED  ;EMPLOYED  ;5;2003;11;0.94
31/03/2004;23/06/2066;37;3000.0;10/11/2068;35;1500.0;18/07/1988;15;Spring;Cancer;Scorpio;ELEMENTARY SCHOOL;ELEMENTARY SCHOOL;EMPLOYED  ;EMPLOYED  ;2;2004;3;0.94
01/10/2010;08/03/1982;28;10000.0;11/10/1982;27;10000.0;16/02/2008;2;Autumn;Pisces;Libra;COLLEGE          ;COLLEGE          ;EMPLOYED  ;EMPLOYED  ;1;2010;10;0.88
02/03/2004;21/02/2072;32;6500.0;16/10/1974;29;5000.0;27/11/1998;5;Winter;Pisces;Libra;COLLEGE          ;COLLEGE          ;EMPLOYED  ;EMPLOYED  ;3;2004;3;0.88
04/12/2000;21/02/2070;30;1500.0;15/10/2070;30;1500.0;07/10/1993;7;Autumn;Pisces;Libra;MIDDLE SCHOOL    ;MIDDLE SCHOOL    ;EMPLOYED  ;EMPLOYED  ;0;2000;12;0.88
06/04/2001;06/03/2053;48;8000.0;06/10/2057;43;2000.0;20/03/1978;23;Spring;Pisces;Libra;HIGH SCHOOL      ;ELEMENTARY SCHOOL;EMPLOYED  ;EMPLOYED  ;5;2001;4;0.88
06/11/2006;18/03/2062;44;9000.0;14/10/2064;42;10000.0;07/05/1982;24;Autumn;Pisces;Libra;COLLEGE          ;COLLEGE          ;EMPLOYED  ;EMPLOYED  ;2;2006;11;0.88
09/03/2005;16/03/1977;27;8000.0;01/10/1975;29;5000.0;24/02/1999;5;Winter;Pisces;Libra;COLLEGE          ;COLLEGE          ;EMPLOYED  ;EMPLOYED  ;2;2005;3;0.88
11/11/2009;24/02/1983;26;5000.0;20/10/1982;27;10000.0;11/10/2004;4;Autumn;Pisces;Libra;COLLEGE          ;COLLEGE          ;EMPLOYED  ;EMPLOYED  ;1;2009;11;0.88
16/12/2009;19/02/2061;48;5000.0;06/10/2060;49;5000.0;20/02/1982;27;Autumn;Pisces;Libra;HIGH SCHOOL      ;HIGH SCHOOL      ;EMPLOYED  ;EMPLOYED  ;1;2009;12;0.88
17/10/2001;19/03/2061;40;4000.0;25/09/2061;40;6000.0;15/01/1983;18;Autumn;Pisces;Libra;HIGH SCHOOL      ;HIGH SCHOOL      ;EMPLOYED  ;EMPLOYED  ;0;2001;10;0.88
19/10/2009;26/02/1981;28;3000.0;20/10/1981;27;3000.0;11/11/2002;6;Autumn;Pisces;Libra;HIGH SCHOOL      ;COLLEGE          ;EMPLOYED  ;EMPLOYED  ;1;2009;10;0.88
